iter	Logloss
875	0.2701607377
876	0.2701531985
877	0.2701432039
878	0.2701392011
879	0.2701330162
880	0.2701297122
881	0.2701201568
882	0.2701084013
883	0.2700955931
884	0.2700874069
885	0.2700818643
886	0.270076695
887	0.2700728568
888	0.2700664992
889	0.2700558907
890	0.270050968
891	0.2700401207
892	0.2700289856
893	0.2700208146
894	0.2700178575
895	0.2700148766
896	0.2700059202
897	0.2699960926
898	0.2699918231
899	0.2699866207
900	0.2699773158
901	0.269973638
902	0.2699647458
903	0.2699570471
904	0.2699519057
905	0.2699406256
906	0.2699350288
907	0.2699277669
908	0.2699179486
909	0.2699103922
910	0.2698998554
911	0.2698876121
912	0.2698821553
913	0.2698728133
914	0.2698671677
915	0.2698615119
916	0.2698529644
917	0.2698482525
918	0.2698422402
919	0.2698346807
920	0.2698281666
921	0.2698243973
922	0.2698210323
923	0.2698158909
924	0.2698067591
925	0.2698041914
926	0.2697978319
927	0.2697866599
928	0.2697815111
929	0.2697777084
930	0.2697717992
931	0.269768539
932	0.2697648767
933	0.2697518207
934	0.2697410183
935	0.2697354962
936	0.2697270801
937	0.2697232217
938	0.2697133217
939	0.2697085917
940	0.2697043012
941	0.2696950968
942	0.2696875042
943	0.2696809166
944	0.2696781965
945	0.2696766145
946	0.2696702093
947	0.2696606562
948	0.2696514189
949	0.2696441053
950	0.269633039
951	0.2696288187
952	0.269622909
953	0.2696151121
954	0.2696031139
955	0.2695913913
956	0.2695794982
957	0.2695725807
958	0.269568333
959	0.2695665469
960	0.2695628571
961	0.269560006
962	0.269550762
963	0.2695409698
964	0.2695383454
965	0.2695316934
966	0.269525426
967	0.2695217175
968	0.2695158213
969	0.269509633
970	0.2695035406
971	0.2694961659
972	0.2694921875
973	0.2694861517
974	0.2694816832
975	0.2694787101
976	0.2694748868
977	0.2694680843
978	0.2694627394
979	0.2694582844
980	0.269452813
981	0.269448446
982	0.2694381154
983	0.2694340582
984	0.2694238116
985	0.2694121331
986	0.2694058336
987	0.2693993293
988	0.2693950353
989	0.2693829755
990	0.2693768673
991	0.2693714788
992	0.2693660038
993	0.26936054
994	0.269357899
995	0.2693513579
996	0.2693464637
997	0.2693421732
998	0.2693355325
999	0.269321078
